nK = 30;
nI = 70;
nT = 4;
nF = 3;
nP = 10;
l = [1123, 1208, 1453, 1473, 1326, 1220, 1272, 1185, 1238, 1436, 1000, 1489, 1371, 1424, 1369, 1435, 1399, 1288, 1184, 1448, 1034, 1210, 1103, 1071, 1244, 1355, 1163, 1436, 1045, 1151, 1126, 1328, 1215, 1049, 1151, 1333, 1421, 1191, 1492, 1206, 1267, 1378, 1256, 1312, 1192, 1199, 1195, 1179, 1096, 1155, 1162, 1018, 1095, 1112, 1232, 1113, 1307, 1242, 1114, 1314, 1191, 1269, 1214, 1296, 1292, 1154, 1400, 1066, 1276, 1127];
eminI = [80, 80, 80, 80, 20, 20, 80, 45, 0, 80, 45, 80, 45, 80, 45, 20, 80, 80, 20, 45, 45, 20, 80, 80, 45, 0, 0, 0, 45, 20, 45, 0, 45, 0, 80, 0, 45, 80, 80, 45, 45, 45, 45, 80, 20, 45, 20, 0, 0, 45, 45, 80, 80, 20, 80, 80, 20, 0, 80, 0, 0, 20, 80, 80, 80, 80, 80, 0, 0, 0];
emaxI = [140, 140, 140, 140, 55, 55, 140, 90, 30, 140, 90, 140, 90, 140, 90, 55, 140, 140, 55, 90, 90, 55, 140, 140, 90, 30, 30, 30, 90, 55, 90, 30, 90, 30, 140, 30, 90, 140, 140, 90, 90, 90, 90, 140, 55, 90, 55, 30, 30, 90, 90, 140, 140, 55, 140, 140, 55, 30, 140, 30, 30, 55, 140, 140, 140, 140, 140, 30, 30, 30];
r0 = [80, 80, 80, 80, 20, 20, 80, 45, 0, 80, 45, 80, 45, 80, 45, 20, 80, 80, 20, 45, 45, 20, 80, 80, 45, 0, 0, 0, 45, 20, 45, 0, 45, 0, 80, 0, 45, 80, 80, 45, 45, 45, 45, 80, 20, 45, 20, 0, 0, 45, 45, 80, 80, 20, 80, 80, 20, 0, 80, 0, 0, 20, 80, 80, 80, 80, 80, 0, 0, 0];
pi_IT1 = [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0];
lAux = [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];
cI = [8, 50, 64, 60, 10, 48, 48, 44, 31, 51, 30, 34, 4, 36, 19, 24, 65, 7, 6, 25, 23, 34, 53, 12, 51, 62, 32, 39, 24, 9, 11, 60, 47, 32, 40, 65, 16, 50, 18, 5, 43, 16, 22, 12, 30, 23, 10, 5, 47, 51, 31, 25, 3, 20, 49, 7, 38, 19, 40, 39, 29, 42, 26, 64, 38, 14, 19, 25, 11, 49];
L = [5931, 6346, 5909, 5433, 5789, 6520, 6186, 5523, 6495, 5648, 6677, 6350, 5815, 6409, 5494, 5848, 6391, 6771, 6715, 6063, 6419, 6445, 5874, 6507, 5605, 6604, 5300, 6054, 6027, 5399];
aux = [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];
eminP = [6, 10, 4, 9, 2, 0, 1, 3, 8, 0];
emaxP = [15, 18, 19, 19, 17, 20, 19, 16, 20, 17];
p0 = [6, 10, 4, 9, 2, 0, 1, 3, 8, 0];
cP = [634, 591, 631, 510, 339, 376, 392, 419, 684, 224];
dr = [[0, 0, 0, 0, 238], 
[0, 0, 207, 0, 0], 
[0, 0, 0, 0, 207], 
[0, 0, 0, 0, 232], 
[0, 76, 0, 0, 0], 
[0, 96, 0, 0, 0], 
[0, 0, 298, 0, 0], 
[0, 158, 0, 0, 0], 
[0, 29, 0, 0, 0], 
[0, 0, 255, 0, 0], 
[0, 0, 0, 174, 0], 
[0, 0, 0, 0, 246], 
[0, 0, 0, 0, 142], 
[0, 0, 0, 0, 201], 
[0, 0, 173, 0, 0], 
[0, 0, 0, 73, 0], 
[0, 0, 0, 0, 235], 
[0, 0, 249, 0, 0], 
[0, 0, 0, 63, 0], 
[0, 124, 0, 0, 0], 
[0, 0, 128, 0, 0], 
[0, 0, 0, 0, 69], 
[0, 0, 202, 0, 0], 
[0, 300, 0, 0, 0], 
[0, 0, 0, 166, 0], 
[0, 0, 0, 43, 0], 
[0, 28, 0, 0, 0], 
[0, 0, 0, 0, 29], 
[0, 0, 0, 0, 126], 
[0, 108, 0, 0, 0], 
[0, 0, 158, 0, 0], 
[0, 0, 0, 0, 24], 
[0, 131, 0, 0, 0], 
[0, 0, 0, 34, 0], 
[0, 0, 0, 0, 210], 
[0, 0, 0, 0, 38], 
[0, 0, 0, 0, 169], 
[0, 287, 0, 0, 0], 
[0, 0, 223, 0, 0], 
[0, 0, 156, 0, 0], 
[0, 0, 0, 0, 182], 
[0, 0, 0, 0, 176], 
[0, 0, 128, 0, 0], 
[0, 0, 0, 0, 237], 
[0, 0, 0, 0, 112], 
[0, 151, 0, 0, 0], 
[0, 80, 0, 0, 0], 
[0, 0, 60, 0, 0], 
[0, 0, 0, 47, 0], 
[0, 0, 129, 0, 0], 
[0, 0, 0, 0, 125], 
[0, 0, 297, 0, 0], 
[0, 0, 222, 0, 0], 
[0, 0, 104, 0, 0], 
[0, 258, 0, 0, 0], 
[0, 0, 0, 220, 0], 
[0, 0, 0, 109, 0], 
[0, 36, 0, 0, 0], 
[0, 0, 0, 222, 0], 
[0, 57, 0, 0, 0], 
[0, 58, 0, 0, 0], 
[0, 0, 85, 0, 0], 
[0, 0, 270, 0, 0], 
[0, 0, 259, 0, 0], 
[0, 0, 0, 257, 0], 
[0, 0, 225, 0, 0], 
[0, 0, 0, 247, 0], 
[0, 0, 0, 0, 57], 
[0, 0, 12, 0, 0], 
[0, 38, 0, 0, 0]];
