nK = 30;
nI = 70;
nT = 4;
nF = 3;
nP = 10;
l = [1261, 1500, 1491, 1109, 1044, 1035, 1286, 1318, 1324, 1342, 1076, 1168, 1201, 1427, 1185, 1307, 1468, 1024, 1451, 1113, 1320, 1008, 1127, 1232, 1220, 1226, 1377, 1223, 1081, 1205, 1168, 1083, 1457, 1198, 1230, 1301, 1353, 1036, 1022, 1351, 1196, 1223, 1419, 1152, 1357, 1445, 1409, 1240, 1233, 1155, 1253, 1287, 1400, 1390, 1121, 1472, 1123, 1233, 1185, 1348, 1183, 1197, 1222, 1237, 1134, 1062, 1418, 1060, 1357, 1398];
eminI = [20, 20, 80, 45, 20, 80, 45, 20, 80, 20, 45, 80, 45, 45, 0, 80, 45, 0, 80, 0, 80, 20, 0, 45, 80, 80, 0, 20, 80, 80, 80, 45, 80, 80, 45, 45, 0, 0, 45, 20, 80, 0, 0, 20, 80, 20, 45, 80, 20, 45, 80, 80, 80, 45, 20, 80, 45, 0, 0, 20, 45, 80, 80, 45, 0, 80, 80, 45, 45, 45];
emaxI = [55, 55, 140, 90, 55, 140, 90, 55, 140, 55, 90, 140, 90, 90, 30, 140, 90, 30, 140, 30, 140, 55, 30, 90, 140, 140, 30, 55, 140, 140, 140, 90, 140, 140, 90, 90, 30, 30, 90, 55, 140, 30, 30, 55, 140, 55, 90, 140, 55, 90, 140, 140, 140, 90, 55, 140, 90, 30, 30, 55, 90, 140, 140, 90, 30, 140, 140, 90, 90, 90];
r0 = [20, 20, 80, 45, 20, 80, 45, 20, 80, 20, 45, 80, 45, 45, 0, 80, 45, 0, 80, 0, 80, 20, 0, 45, 80, 80, 0, 20, 80, 80, 80, 45, 80, 80, 45, 45, 0, 0, 45, 20, 80, 0, 0, 20, 80, 20, 45, 80, 20, 45, 80, 80, 80, 45, 20, 80, 45, 0, 0, 20, 45, 80, 80, 45, 0, 80, 80, 45, 45, 45];
pi_IT1 = [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0];
lAux = [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];
cI = [288, 374, 327, 272, 244, 231, 295, 309, 276, 272, 256, 253, 280, 312, 267, 303, 317, 218, 292, 229, 322, 239, 257, 306, 285, 285, 313, 246, 265, 301, 273, 259, 323, 286, 299, 310, 329, 250, 206, 275, 283, 258, 298, 282, 328, 339, 303, 294, 296, 261, 303, 272, 310, 342, 257, 308, 274, 248, 242, 327, 263, 288, 248, 261, 261, 262, 325, 219, 283, 282];
L = [5337, 5782, 5656, 6231, 6016, 6306, 6429, 6412, 5278, 6311, 5502, 6566, 6170, 6426, 6653, 6043, 5415, 6343, 5260, 5689, 6233, 5338, 5272, 6473, 6133, 6717, 5841, 6422, 6719, 5844];
aux = [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];
eminP = [0, 1, 5, 10, 7, 5, 2, 0, 4, 0];
emaxP = [15, 17, 19, 20, 18, 15, 18, 18, 17, 15];
p0 = [0, 1, 5, 10, 7, 5, 2, 0, 4, 0];
cP = [3831, 6808, 6590, 4531, 3182, 3329, 2500, 3033, 1520, 2851];
dr = [[0, 0, 0, 96, 0], 
[0, 0, 0, 0, 73], 
[0, 221, 0, 0, 0], 
[0, 0, 0, 0, 147], 
[0, 96, 0, 0, 0], 
[0, 0, 212, 0, 0], 
[0, 0, 0, 134, 0], 
[0, 0, 0, 0, 66], 
[0, 248, 0, 0, 0], 
[0, 0, 0, 66, 0], 
[0, 0, 0, 0, 135], 
[0, 0, 0, 0, 238], 
[0, 0, 0, 0, 190], 
[0, 179, 0, 0, 0], 
[0, 55, 0, 0, 0], 
[0, 0, 206, 0, 0], 
[0, 0, 0, 0, 130], 
[0, 0, 0, 19, 0], 
[0, 296, 0, 0, 0], 
[0, 0, 37, 0, 0], 
[0, 0, 0, 211, 0], 
[0, 92, 0, 0, 0], 
[0, 0, 0, 46, 0], 
[0, 0, 159, 0, 0], 
[0, 271, 0, 0, 0], 
[0, 0, 0, 278, 0], 
[0, 0, 0, 0, 50], 
[0, 82, 0, 0, 0], 
[0, 0, 0, 0, 203], 
[0, 0, 256, 0, 0], 
[0, 0, 0, 0, 273], 
[0, 0, 180, 0, 0], 
[0, 0, 0, 0, 288], 
[0, 244, 0, 0, 0], 
[0, 0, 0, 0, 169], 
[0, 0, 0, 167, 0], 
[0, 0, 39, 0, 0], 
[0, 0, 0, 0, 17], 
[0, 0, 0, 128, 0], 
[0, 0, 0, 65, 0], 
[0, 249, 0, 0, 0], 
[0, 0, 0, 0, 56], 
[0, 0, 0, 0, 31], 
[0, 0, 0, 0, 70], 
[0, 0, 0, 0, 286], 
[0, 0, 0, 89, 0], 
[0, 0, 0, 0, 122], 
[0, 0, 252, 0, 0], 
[0, 0, 0, 110, 0], 
[0, 173, 0, 0, 0], 
[0, 300, 0, 0, 0], 
[0, 0, 0, 0, 249], 
[0, 0, 0, 0, 250], 
[0, 0, 0, 129, 0], 
[0, 0, 0, 117, 0], 
[0, 0, 265, 0, 0], 
[0, 164, 0, 0, 0], 
[0, 0, 0, 0, 43], 
[0, 0, 14, 0, 0], 
[0, 0, 0, 0, 79], 
[0, 0, 0, 0, 198], 
[0, 236, 0, 0, 0], 
[0, 0, 296, 0, 0], 
[0, 0, 0, 0, 186], 
[0, 0, 0, 28, 0], 
[0, 243, 0, 0, 0], 
[0, 0, 0, 292, 0], 
[0, 194, 0, 0, 0], 
[0, 0, 0, 0, 122], 
[0, 153, 0, 0, 0]];
