nK = 30;
nI = 70;
nT = 4;
nF = 3;
nP = 10;
l = [804, 765, 518, 761, 607, 563, 517, 947, 849, 898, 518, 617, 867, 986, 867, 637, 817, 807, 832, 680, 887, 845, 797, 748, 700, 808, 953, 672, 948, 909, 889, 672, 927, 885, 647, 803, 580, 723, 918, 678, 787, 605, 631, 562, 558, 694, 969, 708, 989, 913, 583, 827, 842, 563, 746, 929, 725, 602, 863, 567, 565, 538, 998, 537, 945, 820, 841, 958, 746, 968];
eminI = [45, 20, 0, 45, 0, 20, 0, 80, 45, 45, 0, 80, 45, 80, 20, 45, 45, 0, 45, 20, 80, 45, 0, 20, 0, 0, 0, 45, 20, 0, 80, 0, 20, 45, 20, 45, 20, 0, 80, 80, 45, 45, 80, 80, 20, 80, 0, 80, 80, 45, 80, 45, 45, 0, 20, 80, 80, 80, 80, 80, 20, 0, 45, 80, 80, 20, 20, 20, 80, 80];
emaxI = [90, 55, 30, 90, 30, 55, 30, 140, 90, 90, 30, 140, 90, 140, 55, 90, 90, 30, 90, 55, 140, 90, 30, 55, 30, 30, 30, 90, 55, 30, 140, 30, 55, 90, 55, 90, 55, 30, 140, 140, 90, 90, 140, 140, 55, 140, 30, 140, 140, 90, 140, 90, 90, 30, 55, 140, 140, 140, 140, 140, 55, 30, 90, 140, 140, 55, 55, 55, 140, 140];
r0 = [45, 20, 0, 45, 0, 20, 0, 80, 45, 45, 0, 80, 45, 80, 20, 45, 45, 0, 45, 20, 80, 45, 0, 20, 0, 0, 0, 45, 20, 0, 80, 0, 20, 45, 20, 45, 20, 0, 80, 80, 45, 45, 80, 80, 20, 80, 0, 80, 80, 45, 80, 45, 45, 0, 20, 80, 80, 80, 80, 80, 20, 0, 45, 80, 80, 20, 20, 20, 80, 80];
pi_IT1 = [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0];
lAux = [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];
cI = [22, 33, 17, 5, 24, 26, 22, 34, 27, 43, 8, 25, 11, 22, 2, 27, 23, 22, 40, 32, 43, 39, 9, 1, 1, 33, 14, 11, 21, 25, 21, 17, 23, 1, 12, 20, 23, 11, 32, 14, 2, 24, 24, 19, 17, 26, 9, 9, 8, 22, 13, 13, 32, 3, 27, 37, 7, 7, 30, 7, 28, 15, 45, 6, 6, 23, 6, 6, 12, 45];
L = [6697, 5861, 5232, 5615, 5604, 6347, 6199, 5734, 5901, 5807, 6701, 5251, 5926, 5285, 6450, 6671, 6026, 6610, 6125, 5569, 5732, 5479, 6371, 5411, 5867, 6526, 6688, 5327, 5272, 6457];
aux = [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];
eminP = [8, 6, 2, 0, 2, 8, 5, 0, 4, 7];
emaxP = [20, 18, 15, 15, 15, 17, 18, 19, 17, 16];
p0 = [8, 6, 2, 0, 2, 8, 5, 0, 4, 7];
cP = [388, 208, 371, 431, 455, 25, 396, 169, 380, 194];
dr = [[0, 138, 0, 0, 0], 
[0, 0, 0, 0, 91], 
[0, 0, 44, 0, 0], 
[0, 180, 0, 0, 0], 
[0, 15, 0, 0, 0], 
[0, 0, 110, 0, 0], 
[0, 0, 50, 0, 0], 
[0, 0, 0, 225, 0], 
[0, 0, 190, 0, 0], 
[0, 0, 0, 199, 0], 
[0, 40, 0, 0, 0], 
[0, 297, 0, 0, 0], 
[0, 121, 0, 0, 0], 
[0, 0, 0, 0, 234], 
[0, 0, 0, 97, 0], 
[0, 0, 166, 0, 0], 
[0, 0, 160, 0, 0], 
[0, 0, 0, 0, 12], 
[0, 0, 0, 189, 0], 
[0, 82, 0, 0, 0], 
[0, 228, 0, 0, 0], 
[0, 0, 0, 0, 188], 
[0, 57, 0, 0, 0], 
[0, 0, 86, 0, 0], 
[0, 30, 0, 0, 0], 
[0, 0, 0, 0, 31], 
[0, 0, 57, 0, 0], 
[0, 0, 0, 177, 0], 
[0, 0, 0, 66, 0], 
[0, 0, 60, 0, 0], 
[0, 0, 0, 240, 0], 
[0, 0, 0, 0, 57], 
[0, 0, 0, 88, 0], 
[0, 0, 147, 0, 0], 
[0, 0, 69, 0, 0], 
[0, 180, 0, 0, 0], 
[0, 0, 0, 96, 0], 
[0, 38, 0, 0, 0], 
[0, 0, 227, 0, 0], 
[0, 0, 245, 0, 0], 
[0, 0, 0, 0, 171], 
[0, 186, 0, 0, 0], 
[0, 282, 0, 0, 0], 
[0, 0, 0, 0, 223], 
[0, 114, 0, 0, 0], 
[0, 251, 0, 0, 0], 
[0, 0, 48, 0, 0], 
[0, 260, 0, 0, 0], 
[0, 0, 0, 0, 241], 
[0, 0, 163, 0, 0], 
[0, 262, 0, 0, 0], 
[0, 0, 167, 0, 0], 
[0, 160, 0, 0, 0], 
[0, 0, 59, 0, 0], 
[0, 0, 85, 0, 0], 
[0, 283, 0, 0, 0], 
[0, 0, 0, 271, 0], 
[0, 0, 220, 0, 0], 
[0, 235, 0, 0, 0], 
[0, 234, 0, 0, 0], 
[0, 0, 0, 73, 0], 
[0, 0, 0, 0, 27], 
[0, 174, 0, 0, 0], 
[0, 0, 0, 0, 258], 
[0, 0, 250, 0, 0], 
[0, 0, 0, 0, 104], 
[0, 0, 0, 114, 0], 
[0, 0, 0, 102, 0], 
[0, 287, 0, 0, 0], 
[0, 0, 0, 0, 294]];
