nK = 30;
nI = 70;
nT = 4;
nF = 3;
nP = 10;
l = [1210, 1025, 1137, 1395, 1238, 1056, 1120, 1210, 1286, 1399, 1301, 1261, 1421, 1260, 1446, 1028, 1349, 1449, 1364, 1474, 1022, 1044, 1396, 1167, 1166, 1468, 1409, 1365, 1475, 1170, 1152, 1281, 1455, 1060, 1230, 1023, 1064, 1469, 1120, 1229, 1022, 1171, 1138, 1332, 1468, 1278, 1484, 1448, 1439, 1039, 1087, 1166, 1340, 1265, 1407, 1241, 1487, 1259, 1348, 1255, 1451, 1011, 1159, 1449, 1348, 1114, 1094, 1254, 1390, 1117];
eminI = [45, 45, 45, 80, 45, 80, 0, 45, 80, 20, 20, 80, 20, 80, 20, 80, 0, 45, 45, 45, 20, 80, 0, 45, 45, 20, 0, 80, 80, 20, 20, 80, 0, 0, 45, 45, 80, 45, 80, 80, 45, 0, 80, 80, 45, 80, 0, 80, 80, 0, 20, 45, 20, 80, 80, 45, 80, 20, 20, 45, 0, 80, 80, 0, 80, 80, 80, 80, 0, 0];
emaxI = [90, 90, 90, 140, 90, 140, 30, 90, 140, 55, 55, 140, 55, 140, 55, 140, 30, 90, 90, 90, 55, 140, 30, 90, 90, 55, 30, 140, 140, 55, 55, 140, 30, 30, 90, 90, 140, 90, 140, 140, 90, 30, 140, 140, 90, 140, 30, 140, 140, 30, 55, 90, 55, 140, 140, 90, 140, 55, 55, 90, 30, 140, 140, 30, 140, 140, 140, 140, 30, 30];
r0 = [45, 45, 45, 80, 45, 80, 0, 45, 80, 20, 20, 80, 20, 80, 20, 80, 0, 45, 45, 45, 20, 80, 0, 45, 45, 20, 0, 80, 80, 20, 20, 80, 0, 0, 45, 45, 80, 45, 80, 80, 45, 0, 80, 80, 45, 80, 0, 80, 80, 0, 20, 45, 20, 80, 80, 45, 80, 20, 20, 45, 0, 80, 80, 0, 80, 80, 80, 80, 0, 0];
pi_IT1 = [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0];
lAux = [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];
cI = [13, 26, 31, 40, 43, 34, 1, 8, 2, 65, 4, 14, 20, 43, 17, 8, 18, 59, 24, 12, 49, 6, 44, 55, 9, 49, 68, 47, 2, 5, 56, 47, 51, 13, 28, 14, 14, 66, 10, 1, 9, 9, 22, 3, 35, 42, 59, 54, 22, 39, 23, 48, 3, 20, 18, 32, 50, 5, 40, 15, 69, 15, 25, 17, 58, 1, 2, 40, 41, 31];
L = [5276, 6123, 5524, 5342, 6675, 5904, 6701, 6789, 5994, 6358, 5683, 5356, 5698, 5341, 5404, 5290, 5336, 5904, 6275, 5234, 5639, 5461, 6776, 6397, 6019, 5253, 5242, 6768, 5742, 6376];
aux = [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];
eminP = [5, 1, 1, 6, 3, 7, 5, 8, 7, 7];
emaxP = [16, 18, 19, 16, 15, 15, 15, 17, 15, 20];
p0 = [5, 1, 1, 6, 3, 7, 5, 8, 7, 7];
cP = [327, 647, 314, 493, 365, 205, 221, 374, 538, 182];
dr = [[0, 143, 0, 0, 0], 
[0, 0, 0, 167, 0], 
[0, 0, 0, 0, 166], 
[0, 0, 0, 221, 0], 
[0, 176, 0, 0, 0], 
[0, 253, 0, 0, 0], 
[0, 0, 0, 36, 0], 
[0, 0, 0, 141, 0], 
[0, 0, 230, 0, 0], 
[0, 89, 0, 0, 0], 
[0, 0, 0, 106, 0], 
[0, 0, 0, 251, 0], 
[0, 0, 0, 0, 92], 
[0, 214, 0, 0, 0], 
[0, 0, 78, 0, 0], 
[0, 0, 0, 0, 287], 
[0, 0, 0, 33, 0], 
[0, 0, 0, 0, 129], 
[0, 0, 171, 0, 0], 
[0, 153, 0, 0, 0], 
[0, 69, 0, 0, 0], 
[0, 227, 0, 0, 0], 
[0, 0, 0, 15, 0], 
[0, 0, 155, 0, 0], 
[0, 0, 0, 0, 133], 
[0, 0, 0, 0, 109], 
[0, 0, 14, 0, 0], 
[0, 0, 0, 0, 270], 
[0, 0, 0, 0, 203], 
[0, 110, 0, 0, 0], 
[0, 0, 112, 0, 0], 
[0, 0, 0, 255, 0], 
[0, 0, 58, 0, 0], 
[0, 0, 0, 51, 0], 
[0, 162, 0, 0, 0], 
[0, 0, 0, 0, 160], 
[0, 0, 204, 0, 0], 
[0, 0, 0, 0, 160], 
[0, 0, 0, 231, 0], 
[0, 0, 0, 207, 0], 
[0, 0, 0, 144, 0], 
[0, 0, 49, 0, 0], 
[0, 0, 0, 292, 0], 
[0, 0, 0, 219, 0], 
[0, 0, 172, 0, 0], 
[0, 0, 0, 280, 0], 
[0, 0, 22, 0, 0], 
[0, 0, 253, 0, 0], 
[0, 0, 0, 292, 0], 
[0, 0, 0, 0, 56], 
[0, 0, 65, 0, 0], 
[0, 0, 0, 138, 0], 
[0, 114, 0, 0, 0], 
[0, 216, 0, 0, 0], 
[0, 0, 0, 0, 285], 
[0, 0, 0, 0, 151], 
[0, 0, 0, 0, 240], 
[0, 0, 0, 0, 61], 
[0, 95, 0, 0, 0], 
[0, 170, 0, 0, 0], 
[0, 0, 0, 0, 13], 
[0, 265, 0, 0, 0], 
[0, 0, 257, 0, 0], 
[0, 19, 0, 0, 0], 
[0, 0, 0, 265, 0], 
[0, 0, 0, 239, 0], 
[0, 288, 0, 0, 0], 
[0, 0, 0, 0, 293], 
[0, 11, 0, 0, 0], 
[0, 0, 41, 0, 0]];
