nK = 30;
nI = 70;
nT = 4;
nF = 3;
nP = 10;
l = [841, 828, 609, 761, 613, 907, 713, 701, 513, 884, 588, 882, 926, 850, 539, 568, 828, 875, 649, 601, 978, 753, 707, 868, 750, 575, 861, 900, 651, 500, 608, 586, 578, 543, 715, 699, 610, 611, 612, 983, 876, 690, 569, 742, 726, 779, 577, 888, 865, 733, 880, 970, 608, 995, 988, 544, 674, 880, 685, 974, 606, 624, 519, 689, 722, 856, 893, 756, 611, 838];
eminI = [80, 0, 45, 45, 80, 45, 0, 80, 20, 45, 45, 80, 0, 80, 80, 80, 45, 0, 45, 80, 80, 20, 45, 80, 20, 45, 80, 20, 20, 20, 45, 80, 80, 0, 20, 45, 45, 80, 0, 45, 0, 45, 45, 45, 80, 45, 80, 20, 45, 20, 80, 0, 45, 80, 20, 80, 45, 0, 45, 20, 0, 80, 0, 80, 45, 80, 0, 80, 80, 80];
emaxI = [140, 30, 90, 90, 140, 90, 30, 140, 55, 90, 90, 140, 30, 140, 140, 140, 90, 30, 90, 140, 140, 55, 90, 140, 55, 90, 140, 55, 55, 55, 90, 140, 140, 30, 55, 90, 90, 140, 30, 90, 30, 90, 90, 90, 140, 90, 140, 55, 90, 55, 140, 30, 90, 140, 55, 140, 90, 30, 90, 55, 30, 140, 30, 140, 90, 140, 30, 140, 140, 140];
r0 = [80, 0, 45, 45, 80, 45, 0, 80, 20, 45, 45, 80, 0, 80, 80, 80, 45, 0, 45, 80, 80, 20, 45, 80, 20, 45, 80, 20, 20, 20, 45, 80, 80, 0, 20, 45, 45, 80, 0, 45, 0, 45, 45, 45, 80, 45, 80, 20, 45, 20, 80, 0, 45, 80, 20, 80, 45, 0, 45, 20, 0, 80, 0, 80, 45, 80, 0, 80, 80, 80];
pi_IT1 = [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0];
lAux = [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];
cI = [204, 202, 136, 189, 129, 214, 169, 147, 106, 209, 126, 216, 229, 200, 113, 121, 207, 177, 136, 126, 215, 184, 167, 199, 171, 133, 176, 222, 131, 118, 136, 143, 125, 117, 151, 164, 122, 143, 126, 227, 181, 162, 135, 159, 155, 158, 122, 194, 210, 159, 201, 229, 152, 223, 239, 112, 155, 211, 154, 206, 143, 132, 104, 161, 152, 196, 198, 168, 131, 180];
L = [5312, 6388, 5493, 5745, 5759, 5804, 5577, 6646, 6203, 5676, 6190, 6222, 6107, 6550, 6714, 6099, 5392, 5824, 6397, 6490, 6708, 5463, 6564, 6596, 5552, 6594, 6617, 6052, 5686, 6424];
aux = [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];
eminP = [10, 5, 4, 3, 9, 1, 3, 2, 1, 5];
emaxP = [19, 20, 20, 15, 18, 16, 19, 19, 15, 16];
p0 = [10, 5, 4, 3, 9, 1, 3, 2, 1, 5];
cP = [3741, 2198, 2937, 1788, 1964, 2793, 3314, 2818, 2698, 2347];
dr = [[0, 0, 0, 0, 296], 
[0, 0, 13, 0, 0], 
[0, 0, 0, 194, 0], 
[0, 0, 123, 0, 0], 
[0, 0, 0, 270, 0], 
[0, 0, 0, 0, 151], 
[0, 0, 21, 0, 0], 
[0, 0, 244, 0, 0], 
[0, 0, 0, 117, 0], 
[0, 0, 0, 193, 0], 
[0, 0, 0, 0, 186], 
[0, 289, 0, 0, 0], 
[0, 0, 0, 0, 55], 
[0, 0, 0, 273, 0], 
[0, 235, 0, 0, 0], 
[0, 0, 0, 0, 250], 
[0, 0, 0, 0, 170], 
[0, 0, 0, 20, 0], 
[0, 166, 0, 0, 0], 
[0, 0, 266, 0, 0], 
[0, 0, 0, 0, 224], 
[0, 99, 0, 0, 0], 
[0, 125, 0, 0, 0], 
[0, 0, 276, 0, 0], 
[0, 0, 0, 0, 116], 
[0, 0, 0, 0, 187], 
[0, 0, 0, 284, 0], 
[0, 0, 64, 0, 0], 
[0, 0, 82, 0, 0], 
[0, 0, 0, 0, 78], 
[0, 0, 190, 0, 0], 
[0, 0, 0, 0, 269], 
[0, 0, 0, 0, 261], 
[0, 0, 0, 0, 44], 
[0, 113, 0, 0, 0], 
[0, 0, 0, 0, 178], 
[0, 0, 0, 0, 174], 
[0, 0, 0, 243, 0], 
[0, 0, 0, 46, 0], 
[0, 143, 0, 0, 0], 
[0, 0, 51, 0, 0], 
[0, 0, 144, 0, 0], 
[0, 0, 139, 0, 0], 
[0, 0, 166, 0, 0], 
[0, 0, 224, 0, 0], 
[0, 0, 189, 0, 0], 
[0, 269, 0, 0, 0], 
[0, 74, 0, 0, 0], 
[0, 0, 0, 193, 0], 
[0, 0, 0, 112, 0], 
[0, 0, 0, 0, 266], 
[0, 0, 30, 0, 0], 
[0, 184, 0, 0, 0], 
[0, 276, 0, 0, 0], 
[0, 0, 73, 0, 0], 
[0, 0, 0, 232, 0], 
[0, 0, 0, 0, 138], 
[0, 36, 0, 0, 0], 
[0, 0, 130, 0, 0], 
[0, 75, 0, 0, 0], 
[0, 0, 53, 0, 0], 
[0, 0, 0, 228, 0], 
[0, 0, 35, 0, 0], 
[0, 274, 0, 0, 0], 
[0, 0, 0, 131, 0], 
[0, 0, 299, 0, 0], 
[0, 0, 0, 0, 59], 
[0, 0, 0, 282, 0], 
[0, 0, 0, 0, 275], 
[0, 0, 0, 245, 0]];
