nK = 30;
nI = 70;
nT = 4;
nF = 3;
nP = 10;
l = [1268, 1291, 1395, 1112, 1022, 1121, 1377, 1078, 1356, 1042, 1032, 1148, 1312, 1124, 1470, 1471, 1392, 1460, 1285, 1366, 1376, 1151, 1265, 1413, 1015, 1482, 1176, 1184, 1061, 1145, 1297, 1334, 1189, 1334, 1348, 1082, 1254, 1378, 1121, 1211, 1270, 1015, 1047, 1096, 1295, 1387, 1407, 1367, 1053, 1497, 1137, 1016, 1354, 1281, 1453, 1079, 1307, 1092, 1405, 1303, 1171, 1341, 1152, 1167, 1041, 1373, 1374, 1405, 1008, 1292];
eminI = [80, 0, 20, 45, 45, 80, 20, 80, 80, 0, 80, 80, 20, 80, 45, 20, 20, 20, 80, 0, 45, 20, 45, 80, 20, 0, 0, 45, 45, 80, 20, 45, 80, 45, 80, 20, 45, 0, 20, 45, 80, 45, 45, 80, 0, 20, 45, 0, 20, 45, 80, 80, 80, 80, 45, 80, 45, 80, 0, 80, 45, 20, 80, 80, 45, 20, 80, 45, 80, 80];
emaxI = [140, 30, 55, 90, 90, 140, 55, 140, 140, 30, 140, 140, 55, 140, 90, 55, 55, 55, 140, 30, 90, 55, 90, 140, 55, 30, 30, 90, 90, 140, 55, 90, 140, 90, 140, 55, 90, 30, 55, 90, 140, 90, 90, 140, 30, 55, 90, 30, 55, 90, 140, 140, 140, 140, 90, 140, 90, 140, 30, 140, 90, 55, 140, 140, 90, 55, 140, 90, 140, 140];
r0 = [80, 0, 20, 45, 45, 80, 20, 80, 80, 0, 80, 80, 20, 80, 45, 20, 20, 20, 80, 0, 45, 20, 45, 80, 20, 0, 0, 45, 45, 80, 20, 45, 80, 45, 80, 20, 45, 0, 20, 45, 80, 45, 45, 80, 0, 20, 45, 0, 20, 45, 80, 80, 80, 80, 45, 80, 45, 80, 0, 80, 45, 20, 80, 80, 45, 20, 80, 45, 80, 80];
pi_IT1 = [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0];
lAux = [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];
cI = [307, 260, 335, 263, 216, 260, 326, 240, 281, 210, 225, 232, 316, 226, 296, 360, 307, 316, 262, 302, 337, 261, 304, 300, 251, 301, 259, 279, 228, 259, 307, 317, 297, 285, 289, 238, 303, 314, 236, 248, 298, 216, 231, 234, 278, 299, 285, 324, 258, 340, 237, 208, 334, 257, 344, 257, 323, 226, 284, 264, 240, 289, 235, 271, 221, 295, 299, 286, 248, 277];
L = [6365, 5994, 6194, 5717, 6315, 6569, 6559, 5200, 5483, 6077, 5897, 6571, 5392, 5475, 6796, 5292, 5645, 6100, 6105, 5253, 6274, 6800, 6528, 6371, 6647, 5833, 6509, 6332, 5967, 6268];
aux = [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];
eminP = [1, 1, 0, 0, 4, 7, 5, 2, 10, 5];
emaxP = [15, 18, 16, 15, 17, 16, 17, 18, 15, 17];
p0 = [1, 1, 0, 0, 4, 7, 5, 2, 10, 5];
cP = [5872, 3835, 3203, 3009, 3221, 4125, 4314, 4538, 3874, 4704];
dr = [[0, 0, 0, 270, 0], 
[0, 14, 0, 0, 0], 
[0, 0, 0, 0, 71], 
[0, 0, 181, 0, 0], 
[0, 0, 164, 0, 0], 
[0, 0, 0, 0, 290], 
[0, 0, 0, 0, 83], 
[0, 0, 0, 292, 0], 
[0, 0, 0, 277, 0], 
[0, 0, 0, 23, 0], 
[0, 295, 0, 0, 0], 
[0, 0, 0, 0, 262], 
[0, 0, 0, 0, 81], 
[0, 255, 0, 0, 0], 
[0, 0, 0, 150, 0], 
[0, 118, 0, 0, 0], 
[0, 0, 0, 92, 0], 
[0, 0, 0, 0, 109], 
[0, 269, 0, 0, 0], 
[0, 0, 0, 51, 0], 
[0, 0, 165, 0, 0], 
[0, 0, 0, 0, 112], 
[0, 0, 0, 188, 0], 
[0, 265, 0, 0, 0], 
[0, 0, 0, 77, 0], 
[0, 0, 0, 24, 0], 
[0, 0, 0, 49, 0], 
[0, 0, 0, 0, 139], 
[0, 0, 0, 122, 0], 
[0, 0, 0, 212, 0], 
[0, 0, 113, 0, 0], 
[0, 175, 0, 0, 0], 
[0, 0, 0, 0, 236], 
[0, 0, 0, 0, 198], 
[0, 0, 0, 0, 286], 
[0, 0, 74, 0, 0], 
[0, 0, 174, 0, 0], 
[0, 0, 0, 0, 57], 
[0, 70, 0, 0, 0], 
[0, 157, 0, 0, 0], 
[0, 0, 0, 0, 201], 
[0, 0, 0, 175, 0], 
[0, 169, 0, 0, 0], 
[0, 218, 0, 0, 0], 
[0, 55, 0, 0, 0], 
[0, 0, 0, 0, 86], 
[0, 0, 0, 0, 130], 
[0, 0, 0, 0, 37], 
[0, 0, 0, 0, 91], 
[0, 0, 0, 0, 174], 
[0, 224, 0, 0, 0], 
[0, 0, 0, 241, 0], 
[0, 0, 237, 0, 0], 
[0, 272, 0, 0, 0], 
[0, 0, 0, 167, 0], 
[0, 0, 0, 0, 220], 
[0, 0, 0, 128, 0], 
[0, 0, 0, 277, 0], 
[0, 59, 0, 0, 0], 
[0, 0, 0, 285, 0], 
[0, 0, 0, 158, 0], 
[0, 0, 0, 116, 0], 
[0, 0, 0, 248, 0], 
[0, 0, 275, 0, 0], 
[0, 0, 0, 137, 0], 
[0, 0, 0, 0, 79], 
[0, 0, 0, 0, 234], 
[0, 0, 142, 0, 0], 
[0, 213, 0, 0, 0], 
[0, 0, 222, 0, 0]];
