nK = 30;
nI = 70;
nT = 4;
nF = 3;
nP = 10;
l = [1555, 1996, 1537, 1986, 1532, 1537, 1820, 1681, 1930, 1799, 1850, 1927, 1903, 1933, 1957, 1522, 1889, 1996, 1985, 1549, 1724, 1896, 1756, 1512, 1644, 1510, 1554, 1842, 1709, 1591, 1547, 1839, 1810, 1800, 1693, 1907, 1883, 1901, 1851, 1505, 1679, 1928, 1686, 1968, 1649, 1539, 1948, 1963, 1719, 1777, 1605, 1982, 1580, 1980, 1799, 1741, 1683, 1637, 1974, 1898, 1765, 1599, 1518, 1572, 1672, 1671, 1921, 1896, 1508, 1885];
eminI = [20, 45, 80, 80, 0, 45, 20, 45, 80, 80, 20, 0, 80, 80, 45, 20, 20, 80, 80, 45, 80, 45, 45, 20, 80, 45, 0, 80, 0, 80, 80, 0, 80, 80, 80, 0, 0, 0, 20, 80, 80, 45, 45, 45, 0, 80, 80, 80, 20, 45, 0, 0, 80, 20, 80, 80, 80, 45, 80, 80, 80, 0, 45, 45, 80, 80, 20, 20, 0, 80];
emaxI = [55, 90, 140, 140, 30, 90, 55, 90, 140, 140, 55, 30, 140, 140, 90, 55, 55, 140, 140, 90, 140, 90, 90, 55, 140, 90, 30, 140, 30, 140, 140, 30, 140, 140, 140, 30, 30, 30, 55, 140, 140, 90, 90, 90, 30, 140, 140, 140, 55, 90, 30, 30, 140, 55, 140, 140, 140, 90, 140, 140, 140, 30, 90, 90, 140, 140, 55, 55, 30, 140];
r0 = [20, 45, 80, 80, 0, 45, 20, 45, 80, 80, 20, 0, 80, 80, 45, 20, 20, 80, 80, 45, 80, 45, 45, 20, 80, 45, 0, 80, 0, 80, 80, 0, 80, 80, 80, 0, 0, 0, 20, 80, 80, 45, 45, 45, 0, 80, 80, 80, 20, 45, 0, 0, 80, 20, 80, 80, 80, 45, 80, 80, 80, 0, 45, 45, 80, 80, 20, 20, 0, 80];
pi_IT1 = [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0];
lAux = [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];
cI = [49, 98, 41, 51, 15, 62, 26, 83, 22, 42, 7, 48, 22, 70, 22, 61, 77, 6, 76, 66, 80, 71, 33, 36, 2, 38, 64, 77, 47, 77, 9, 30, 50, 31, 76, 24, 69, 82, 37, 29, 25, 96, 33, 89, 38, 64, 42, 61, 35, 50, 36, 75, 50, 30, 8, 17, 28, 62, 31, 59, 30, 75, 22, 3, 28, 36, 65, 80, 21, 26];
L = [6703, 5463, 6018, 5476, 6435, 5667, 6245, 6771, 6322, 5675, 5854, 6074, 5645, 5480, 6147, 5853, 6511, 5985, 6001, 5561, 6325, 6172, 5641, 5474, 6296, 5586, 5920, 5640, 5756, 6713];
aux = [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];
eminP = [8, 2, 0, 5, 2, 7, 1, 8, 1, 6];
emaxP = [19, 16, 16, 20, 18, 19, 17, 16, 18, 15];
p0 = [8, 2, 0, 5, 2, 7, 1, 8, 1, 6];
cP = [716, 329, 782, 1543, 186, 431, 1009, 551, 670, 439];
dr = [[0, 0, 0, 81, 0], 
[0, 0, 143, 0, 0], 
[0, 0, 0, 282, 0], 
[0, 0, 0, 0, 216], 
[0, 0, 0, 0, 49], 
[0, 0, 0, 0, 132], 
[0, 0, 107, 0, 0], 
[0, 0, 0, 0, 162], 
[0, 259, 0, 0, 0], 
[0, 0, 0, 0, 253], 
[0, 0, 0, 0, 75], 
[0, 37, 0, 0, 0], 
[0, 0, 0, 272, 0], 
[0, 0, 218, 0, 0], 
[0, 0, 0, 0, 176], 
[0, 0, 72, 0, 0], 
[0, 0, 0, 0, 114], 
[0, 0, 0, 248, 0], 
[0, 0, 0, 253, 0], 
[0, 186, 0, 0, 0], 
[0, 0, 259, 0, 0], 
[0, 156, 0, 0, 0], 
[0, 0, 159, 0, 0], 
[0, 0, 61, 0, 0], 
[0, 0, 0, 273, 0], 
[0, 0, 0, 129, 0], 
[0, 0, 0, 0, 41], 
[0, 0, 0, 281, 0], 
[0, 0, 0, 47, 0], 
[0, 0, 0, 223, 0], 
[0, 0, 0, 0, 241], 
[0, 0, 0, 0, 23], 
[0, 0, 234, 0, 0], 
[0, 272, 0, 0, 0], 
[0, 252, 0, 0, 0], 
[0, 0, 0, 60, 0], 
[0, 0, 34, 0, 0], 
[0, 0, 0, 0, 13], 
[0, 0, 82, 0, 0], 
[0, 204, 0, 0, 0], 
[0, 0, 0, 262, 0], 
[0, 0, 0, 136, 0], 
[0, 0, 166, 0, 0], 
[0, 151, 0, 0, 0], 
[0, 0, 0, 22, 0], 
[0, 211, 0, 0, 0], 
[0, 228, 0, 0, 0], 
[0, 300, 0, 0, 0], 
[0, 0, 0, 0, 109], 
[0, 134, 0, 0, 0], 
[0, 0, 0, 37, 0], 
[0, 56, 0, 0, 0], 
[0, 0, 0, 216, 0], 
[0, 0, 0, 0, 117], 
[0, 0, 0, 241, 0], 
[0, 0, 0, 0, 262], 
[0, 0, 0, 285, 0], 
[0, 0, 170, 0, 0], 
[0, 0, 0, 213, 0], 
[0, 0, 0, 209, 0], 
[0, 232, 0, 0, 0], 
[0, 13, 0, 0, 0], 
[0, 0, 0, 125, 0], 
[0, 0, 0, 138, 0], 
[0, 0, 217, 0, 0], 
[0, 0, 0, 0, 233], 
[0, 0, 0, 0, 64], 
[0, 0, 81, 0, 0], 
[0, 0, 52, 0, 0], 
[0, 0, 0, 0, 260]];
