nK = 30;
nI = 70;
nT = 4;
nF = 3;
nP = 10;
l = [1743, 1922, 1781, 1757, 2000, 1559, 1687, 1628, 1869, 1630, 1973, 1853, 1884, 1981, 1993, 1953, 1776, 1717, 1953, 1598, 1697, 1806, 1611, 1860, 1827, 1736, 1737, 1848, 1998, 1780, 1657, 1781, 1974, 1760, 1841, 1870, 1727, 1741, 1858, 1670, 1841, 1534, 1823, 1953, 1683, 1691, 1880, 1538, 1932, 1787, 1503, 1884, 1913, 1585, 1976, 1769, 1552, 1791, 1564, 1707, 1726, 1932, 1879, 1624, 1592, 1674, 1850, 1536, 1797, 1631];
eminI = [80, 20, 20, 80, 80, 80, 45, 20, 45, 80, 80, 0, 20, 45, 45, 45, 45, 80, 0, 45, 0, 20, 45, 20, 20, 80, 0, 80, 20, 45, 0, 80, 80, 80, 0, 80, 80, 80, 45, 20, 20, 80, 80, 45, 20, 0, 80, 80, 0, 80, 45, 0, 80, 45, 0, 0, 45, 45, 80, 0, 80, 45, 45, 80, 80, 45, 0, 0, 80, 0];
emaxI = [140, 55, 55, 140, 140, 140, 90, 55, 90, 140, 140, 30, 55, 90, 90, 90, 90, 140, 30, 90, 30, 55, 90, 55, 55, 140, 30, 140, 55, 90, 30, 140, 140, 140, 30, 140, 140, 140, 90, 55, 55, 140, 140, 90, 55, 30, 140, 140, 30, 140, 90, 30, 140, 90, 30, 30, 90, 90, 140, 30, 140, 90, 90, 140, 140, 90, 30, 30, 140, 30];
r0 = [80, 20, 20, 80, 80, 80, 45, 20, 45, 80, 80, 0, 20, 45, 45, 45, 45, 80, 0, 45, 0, 20, 45, 20, 20, 80, 0, 80, 20, 45, 0, 80, 80, 80, 0, 80, 80, 80, 45, 20, 20, 80, 80, 45, 20, 0, 80, 80, 0, 80, 45, 0, 80, 45, 0, 0, 45, 45, 80, 0, 80, 45, 45, 80, 80, 45, 0, 0, 80, 0];
pi_IT1 = [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0];
lAux = [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];
cI = [194, 285, 215, 198, 223, 156, 241, 219, 278, 188, 257, 273, 213, 222, 249, 262, 241, 253, 292, 182, 254, 194, 235, 255, 207, 181, 222, 212, 245, 246, 194, 206, 235, 225, 270, 273, 225, 245, 251, 228, 197, 156, 260, 236, 181, 190, 206, 186, 236, 192, 180, 263, 207, 160, 286, 237, 224, 250, 177, 180, 194, 210, 221, 184, 236, 198, 189, 190, 200, 210];
L = [6554, 6715, 6484, 5552, 6515, 6495, 6364, 5897, 5978, 6791, 5306, 6180, 5272, 6566, 5846, 6781, 6496, 5852, 5825, 5496, 5661, 5725, 5558, 6432, 5536, 5662, 6730, 5510, 5837, 5442];
aux = [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];
eminP = [10, 3, 4, 9, 3, 3, 8, 3, 6, 1];
emaxP = [17, 15, 18, 18, 15, 18, 18, 20, 15, 17];
p0 = [10, 3, 4, 9, 3, 3, 8, 3, 6, 1];
cP = [4285, 2345, 2167, 2886, 4167, 5122, 1438, 3732, 2481, 3215];
dr = [[0, 0, 245, 0, 0], 
[0, 0, 0, 79, 0], 
[0, 0, 0, 0, 84], 
[0, 233, 0, 0, 0], 
[0, 212, 0, 0, 0], 
[0, 0, 247, 0, 0], 
[0, 0, 125, 0, 0], 
[0, 0, 118, 0, 0], 
[0, 0, 155, 0, 0], 
[0, 0, 0, 0, 202], 
[0, 224, 0, 0, 0], 
[0, 0, 0, 30, 0], 
[0, 0, 88, 0, 0], 
[0, 181, 0, 0, 0], 
[0, 0, 179, 0, 0], 
[0, 0, 179, 0, 0], 
[0, 0, 0, 132, 0], 
[0, 260, 0, 0, 0], 
[0, 33, 0, 0, 0], 
[0, 152, 0, 0, 0], 
[0, 25, 0, 0, 0], 
[0, 0, 0, 0, 78], 
[0, 0, 0, 0, 132], 
[0, 0, 108, 0, 0], 
[0, 67, 0, 0, 0], 
[0, 245, 0, 0, 0], 
[0, 10, 0, 0, 0], 
[0, 0, 0, 0, 300], 
[0, 0, 65, 0, 0], 
[0, 0, 170, 0, 0], 
[0, 0, 0, 27, 0], 
[0, 280, 0, 0, 0], 
[0, 0, 0, 244, 0], 
[0, 0, 222, 0, 0], 
[0, 0, 22, 0, 0], 
[0, 219, 0, 0, 0], 
[0, 288, 0, 0, 0], 
[0, 0, 0, 0, 264], 
[0, 0, 0, 0, 191], 
[0, 0, 0, 61, 0], 
[0, 0, 0, 99, 0], 
[0, 0, 0, 0, 292], 
[0, 0, 221, 0, 0], 
[0, 0, 0, 134, 0], 
[0, 119, 0, 0, 0], 
[0, 0, 0, 0, 36], 
[0, 0, 248, 0, 0], 
[0, 0, 0, 0, 295], 
[0, 0, 0, 14, 0], 
[0, 281, 0, 0, 0], 
[0, 0, 0, 165, 0], 
[0, 0, 22, 0, 0], 
[0, 232, 0, 0, 0], 
[0, 185, 0, 0, 0], 
[0, 0, 0, 31, 0], 
[0, 0, 0, 0, 28], 
[0, 135, 0, 0, 0], 
[0, 0, 0, 0, 131], 
[0, 0, 0, 0, 222], 
[0, 15, 0, 0, 0], 
[0, 0, 290, 0, 0], 
[0, 0, 183, 0, 0], 
[0, 0, 0, 183, 0], 
[0, 0, 0, 0, 246], 
[0, 0, 0, 0, 290], 
[0, 0, 197, 0, 0], 
[0, 0, 0, 0, 45], 
[0, 0, 0, 52, 0], 
[0, 0, 0, 231, 0], 
[0, 0, 0, 0, 25]];
