nK = 30;
nI = 70;
nT = 4;
nF = 3;
nP = 10;
l = [1412, 1020, 1368, 1479, 1304, 1172, 1303, 1067, 1024, 1494, 1080, 1462, 1409, 1373, 1237, 1427, 1354, 1290, 1186, 1039, 1424, 1231, 1137, 1417, 1082, 1480, 1006, 1352, 1168, 1093, 1434, 1071, 1040, 1345, 1410, 1043, 1246, 1500, 1148, 1493, 1141, 1178, 1459, 1164, 1184, 1405, 1309, 1005, 1162, 1371, 1390, 1325, 1461, 1053, 1315, 1188, 1181, 1113, 1258, 1245, 1027, 1133, 1490, 1152, 1185, 1191, 1083, 1043, 1081, 1259];
eminI = [0, 45, 45, 80, 0, 0, 45, 80, 20, 45, 80, 80, 80, 0, 0, 80, 80, 0, 45, 20, 80, 80, 80, 45, 80, 20, 20, 80, 45, 45, 0, 45, 80, 45, 0, 80, 80, 80, 20, 80, 0, 80, 80, 80, 45, 45, 45, 45, 80, 20, 80, 45, 20, 45, 80, 80, 45, 0, 20, 45, 45, 80, 45, 45, 45, 80, 20, 80, 80, 45];
emaxI = [30, 90, 90, 140, 30, 30, 90, 140, 55, 90, 140, 140, 140, 30, 30, 140, 140, 30, 90, 55, 140, 140, 140, 90, 140, 55, 55, 140, 90, 90, 30, 90, 140, 90, 30, 140, 140, 140, 55, 140, 30, 140, 140, 140, 90, 90, 90, 90, 140, 55, 140, 90, 55, 90, 140, 140, 90, 30, 55, 90, 90, 140, 90, 90, 90, 140, 55, 140, 140, 90];
r0 = [0, 45, 45, 80, 0, 0, 45, 80, 20, 45, 80, 80, 80, 0, 0, 80, 80, 0, 45, 20, 80, 80, 80, 45, 80, 20, 20, 80, 45, 45, 0, 45, 80, 45, 0, 80, 80, 80, 20, 80, 0, 80, 80, 80, 45, 45, 45, 45, 80, 20, 80, 45, 20, 45, 80, 80, 45, 0, 20, 45, 45, 80, 45, 45, 45, 80, 20, 80, 80, 45];
pi_IT1 = [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0];
lAux = [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];
cI = [331, 235, 309, 305, 273, 271, 276, 264, 250, 315, 219, 301, 338, 334, 258, 320, 275, 300, 249, 223, 304, 303, 278, 322, 222, 370, 216, 275, 238, 262, 355, 217, 222, 269, 308, 242, 301, 373, 243, 301, 259, 271, 356, 275, 247, 350, 303, 208, 242, 283, 324, 278, 345, 257, 312, 269, 254, 224, 313, 285, 219, 238, 347, 249, 247, 270, 232, 257, 254, 257];
L = [6682, 5592, 5654, 6615, 6059, 5779, 5285, 5833, 6717, 5552, 6632, 5800, 5201, 5658, 6552, 5635, 6626, 5684, 5510, 6621, 5499, 5407, 6047, 6350, 5999, 5643, 5409, 6700, 6329, 6330];
aux = [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];
eminP = [3, 0, 10, 6, 2, 7, 0, 4, 8, 4];
emaxP = [20, 19, 20, 15, 19, 18, 16, 17, 15, 16];
p0 = [3, 0, 10, 6, 2, 7, 0, 4, 8, 4];
cP = [5262, 3471, 5192, 5224, 2191, 4023, 4102, 6749, 4672, 3479];
dr = [[0, 38, 0, 0, 0], 
[0, 0, 0, 0, 178], 
[0, 130, 0, 0, 0], 
[0, 0, 296, 0, 0], 
[0, 52, 0, 0, 0], 
[0, 0, 0, 30, 0], 
[0, 0, 0, 0, 140], 
[0, 272, 0, 0, 0], 
[0, 77, 0, 0, 0], 
[0, 0, 127, 0, 0], 
[0, 0, 255, 0, 0], 
[0, 0, 0, 0, 299], 
[0, 0, 0, 277, 0], 
[0, 0, 0, 21, 0], 
[0, 0, 58, 0, 0], 
[0, 240, 0, 0, 0], 
[0, 0, 0, 0, 205], 
[0, 0, 14, 0, 0], 
[0, 0, 143, 0, 0], 
[0, 100, 0, 0, 0], 
[0, 0, 227, 0, 0], 
[0, 253, 0, 0, 0], 
[0, 0, 0, 0, 246], 
[0, 153, 0, 0, 0], 
[0, 0, 0, 294, 0], 
[0, 114, 0, 0, 0], 
[0, 119, 0, 0, 0], 
[0, 208, 0, 0, 0], 
[0, 0, 0, 131, 0], 
[0, 0, 0, 0, 165], 
[0, 12, 0, 0, 0], 
[0, 0, 192, 0, 0], 
[0, 0, 0, 0, 227], 
[0, 0, 0, 0, 166], 
[0, 0, 39, 0, 0], 
[0, 0, 0, 0, 205], 
[0, 0, 0, 0, 254], 
[0, 296, 0, 0, 0], 
[0, 0, 70, 0, 0], 
[0, 271, 0, 0, 0], 
[0, 0, 0, 34, 0], 
[0, 0, 239, 0, 0], 
[0, 0, 0, 0, 271], 
[0, 288, 0, 0, 0], 
[0, 0, 180, 0, 0], 
[0, 0, 0, 0, 170], 
[0, 143, 0, 0, 0], 
[0, 0, 0, 191, 0], 
[0, 0, 0, 0, 278], 
[0, 62, 0, 0, 0], 
[0, 0, 219, 0, 0], 
[0, 0, 0, 191, 0], 
[0, 0, 120, 0, 0], 
[0, 0, 188, 0, 0], 
[0, 0, 227, 0, 0], 
[0, 0, 0, 0, 277], 
[0, 0, 0, 0, 127], 
[0, 24, 0, 0, 0], 
[0, 0, 77, 0, 0], 
[0, 0, 193, 0, 0], 
[0, 0, 140, 0, 0], 
[0, 0, 0, 0, 240], 
[0, 0, 149, 0, 0], 
[0, 0, 0, 0, 178], 
[0, 0, 161, 0, 0], 
[0, 230, 0, 0, 0], 
[0, 0, 0, 0, 61], 
[0, 0, 0, 212, 0], 
[0, 212, 0, 0, 0], 
[0, 0, 165, 0, 0]];
