nK = 30;
nI = 70;
nT = 4;
nF = 3;
nP = 10;
l = [1879, 1578, 1907, 1660, 1671, 1810, 1608, 1533, 1622, 1892, 1604, 1821, 1628, 1911, 1871, 1878, 1543, 1981, 1568, 1730, 1950, 1558, 1600, 1700, 1627, 1579, 1638, 1657, 1709, 1811, 1583, 1780, 1701, 1649, 1985, 1797, 1769, 1731, 1607, 1956, 1850, 1867, 1959, 1643, 1992, 1570, 1551, 1820, 1881, 1840, 1817, 1838, 1597, 1775, 1566, 1839, 1898, 1543, 1942, 1987, 1782, 1668, 1725, 1661, 1897, 1988, 1501, 1518, 1603, 1609];
eminI = [45, 0, 45, 80, 80, 45, 80, 80, 45, 45, 80, 80, 45, 45, 45, 20, 80, 80, 80, 80, 45, 80, 0, 0, 45, 0, 80, 45, 80, 0, 20, 45, 20, 0, 45, 80, 80, 20, 0, 20, 45, 80, 0, 45, 80, 80, 20, 80, 20, 0, 45, 80, 80, 80, 80, 0, 20, 0, 80, 20, 45, 80, 80, 45, 0, 45, 20, 20, 20, 80];
emaxI = [90, 30, 90, 140, 140, 90, 140, 140, 90, 90, 140, 140, 90, 90, 90, 55, 140, 140, 140, 140, 90, 140, 30, 30, 90, 30, 140, 90, 140, 30, 55, 90, 55, 30, 90, 140, 140, 55, 30, 55, 90, 140, 30, 90, 140, 140, 55, 140, 55, 30, 90, 140, 140, 140, 140, 30, 55, 30, 140, 55, 90, 140, 140, 90, 30, 90, 55, 55, 55, 140];
r0 = [45, 0, 45, 80, 80, 45, 80, 80, 45, 45, 80, 80, 45, 45, 45, 20, 80, 80, 80, 80, 45, 80, 0, 0, 45, 0, 80, 45, 80, 0, 20, 45, 20, 0, 45, 80, 80, 20, 0, 20, 45, 80, 0, 45, 80, 80, 20, 80, 20, 0, 45, 80, 80, 80, 80, 0, 20, 0, 80, 20, 45, 80, 80, 45, 0, 45, 20, 20, 20, 80];
pi_IT1 = [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0];
lAux = [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];
cI = [222, 210, 228, 204, 169, 265, 172, 220, 226, 270, 228, 185, 164, 205, 220, 227, 222, 270, 179, 240, 259, 171, 223, 247, 218, 195, 168, 236, 175, 251, 203, 230, 241, 232, 245, 250, 242, 185, 233, 280, 262, 223, 273, 219, 285, 185, 192, 218, 265, 211, 184, 230, 183, 238, 216, 191, 192, 198, 280, 220, 202, 189, 204, 176, 239, 248, 191, 226, 219, 168];
L = [6795, 5876, 6046, 6360, 5367, 5250, 5509, 5990, 5717, 5935, 5852, 6453, 5381, 5217, 6681, 5326, 5396, 5302, 6028, 6735, 6070, 6342, 6204, 5872, 5309, 6456, 6238, 6446, 6252, 5282];
aux = [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];
eminP = [10, 6, 4, 0, 9, 2, 0, 8, 2, 10];
emaxP = [15, 15, 18, 19, 16, 19, 16, 19, 16, 19];
p0 = [10, 6, 4, 0, 9, 2, 0, 8, 2, 10];
cP = [3612, 3375, 4282, 3202, 2908, 4765, 3058, 3000, 4051, 3662];
dr = [[0, 0, 0, 0, 169], 
[0, 0, 0, 24, 0], 
[0, 0, 0, 0, 158], 
[0, 0, 212, 0, 0], 
[0, 0, 0, 205, 0], 
[0, 0, 0, 158, 0], 
[0, 0, 292, 0, 0], 
[0, 286, 0, 0, 0], 
[0, 179, 0, 0, 0], 
[0, 0, 179, 0, 0], 
[0, 296, 0, 0, 0], 
[0, 0, 0, 0, 216], 
[0, 180, 0, 0, 0], 
[0, 0, 0, 0, 151], 
[0, 0, 129, 0, 0], 
[0, 0, 0, 64, 0], 
[0, 251, 0, 0, 0], 
[0, 0, 0, 243, 0], 
[0, 0, 223, 0, 0], 
[0, 0, 0, 263, 0], 
[0, 0, 173, 0, 0], 
[0, 261, 0, 0, 0], 
[0, 0, 45, 0, 0], 
[0, 0, 29, 0, 0], 
[0, 0, 0, 0, 126], 
[0, 0, 55, 0, 0], 
[0, 0, 0, 0, 234], 
[0, 0, 197, 0, 0], 
[0, 0, 0, 0, 244], 
[0, 0, 0, 0, 38], 
[0, 98, 0, 0, 0], 
[0, 0, 145, 0, 0], 
[0, 0, 0, 0, 82], 
[0, 10, 0, 0, 0], 
[0, 0, 0, 0, 179], 
[0, 241, 0, 0, 0], 
[0, 0, 0, 0, 284], 
[0, 0, 0, 0, 107], 
[0, 17, 0, 0, 0], 
[0, 0, 0, 0, 78], 
[0, 0, 0, 0, 182], 
[0, 0, 263, 0, 0], 
[0, 0, 0, 0, 49], 
[0, 0, 186, 0, 0], 
[0, 0, 216, 0, 0], 
[0, 257, 0, 0, 0], 
[0, 116, 0, 0, 0], 
[0, 0, 0, 231, 0], 
[0, 0, 0, 0, 103], 
[0, 0, 0, 28, 0], 
[0, 0, 0, 0, 194], 
[0, 0, 0, 0, 247], 
[0, 0, 0, 0, 296], 
[0, 208, 0, 0, 0], 
[0, 0, 0, 0, 269], 
[0, 0, 0, 0, 33], 
[0, 0, 0, 0, 68], 
[0, 26, 0, 0, 0], 
[0, 0, 0, 0, 283], 
[0, 0, 83, 0, 0], 
[0, 0, 0, 123, 0], 
[0, 0, 0, 213, 0], 
[0, 286, 0, 0, 0], 
[0, 0, 0, 0, 197], 
[0, 0, 0, 0, 46], 
[0, 0, 0, 187, 0], 
[0, 0, 116, 0, 0], 
[0, 0, 0, 96, 0], 
[0, 0, 0, 113, 0], 
[0, 214, 0, 0, 0]];
