nK = 30;
nI = 70;
nT = 4;
nF = 3;
nP = 10;
l = [1201, 1167, 1325, 1280, 1423, 1490, 1337, 1135, 1466, 1356, 1006, 1087, 1381, 1434, 1053, 1145, 1367, 1335, 1185, 1117, 1097, 1303, 1216, 1430, 1363, 1038, 1229, 1211, 1313, 1011, 1064, 1342, 1306, 1311, 1099, 1092, 1065, 1048, 1268, 1142, 1026, 1475, 1066, 1001, 1456, 1167, 1339, 1428, 1037, 1396, 1337, 1466, 1118, 1117, 1296, 1190, 1227, 1151, 1444, 1314, 1297, 1092, 1258, 1017, 1142, 1448, 1020, 1259, 1272, 1273];
eminI = [80, 45, 0, 80, 80, 20, 45, 0, 45, 80, 0, 20, 80, 80, 20, 20, 80, 80, 20, 80, 20, 0, 45, 45, 20, 20, 80, 80, 20, 80, 45, 80, 20, 80, 20, 80, 80, 45, 45, 80, 45, 80, 20, 80, 45, 80, 20, 20, 45, 0, 20, 45, 80, 80, 80, 80, 0, 80, 0, 80, 80, 20, 80, 45, 0, 0, 0, 80, 20, 80];
emaxI = [140, 90, 30, 140, 140, 55, 90, 30, 90, 140, 30, 55, 140, 140, 55, 55, 140, 140, 55, 140, 55, 30, 90, 90, 55, 55, 140, 140, 55, 140, 90, 140, 55, 140, 55, 140, 140, 90, 90, 140, 90, 140, 55, 140, 90, 140, 55, 55, 90, 30, 55, 90, 140, 140, 140, 140, 30, 140, 30, 140, 140, 55, 140, 90, 30, 30, 30, 140, 55, 140];
r0 = [80, 45, 0, 80, 80, 20, 45, 0, 45, 80, 0, 20, 80, 80, 20, 20, 80, 80, 20, 80, 20, 0, 45, 45, 20, 20, 80, 80, 20, 80, 45, 80, 20, 80, 20, 80, 80, 45, 45, 80, 45, 80, 20, 80, 45, 80, 20, 20, 45, 0, 20, 45, 80, 80, 80, 80, 0, 80, 0, 80, 80, 20, 80, 45, 0, 0, 0, 80, 20, 80];
pi_IT1 = [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0];
lAux = [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];
cI = [180, 122, 185, 153, 171, 171, 144, 159, 218, 139, 111, 159, 175, 155, 139, 117, 156, 135, 146, 129, 152, 192, 163, 196, 174, 107, 140, 147, 174, 143, 150, 141, 162, 187, 114, 152, 158, 153, 189, 162, 106, 171, 132, 119, 159, 120, 164, 172, 144, 154, 143, 194, 120, 127, 178, 159, 154, 137, 181, 176, 173, 115, 150, 113, 125, 155, 128, 127, 155, 145];
L = [6616, 5397, 6095, 6242, 5711, 5574, 5254, 5287, 6312, 5977, 5928, 6079, 5843, 5361, 6405, 6660, 6188, 5307, 6042, 5374, 5512, 5657, 6037, 6685, 6662, 5683, 5266, 6311, 6633, 6047];
aux = [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];
eminP = [9, 2, 6, 7, 6, 8, 9, 2, 0, 10];
emaxP = [18, 15, 17, 15, 17, 16, 19, 19, 15, 15];
p0 = [9, 2, 6, 7, 6, 8, 9, 2, 0, 10];
cP = [2052, 2493, 3585, 2536, 2252, 1177, 2807, 1948, 1410, 3542];
dr = [[0, 0, 0, 292, 0], 
[0, 0, 149, 0, 0], 
[0, 0, 0, 0, 19], 
[0, 0, 0, 300, 0], 
[0, 268, 0, 0, 0], 
[0, 0, 115, 0, 0], 
[0, 0, 0, 0, 135], 
[0, 0, 33, 0, 0], 
[0, 0, 162, 0, 0], 
[0, 0, 250, 0, 0], 
[0, 0, 0, 0, 36], 
[0, 0, 82, 0, 0], 
[0, 0, 0, 0, 250], 
[0, 0, 0, 274, 0], 
[0, 0, 0, 94, 0], 
[0, 0, 0, 0, 89], 
[0, 0, 0, 0, 214], 
[0, 0, 0, 214, 0], 
[0, 72, 0, 0, 0], 
[0, 0, 0, 212, 0], 
[0, 0, 70, 0, 0], 
[0, 0, 0, 26, 0], 
[0, 0, 0, 0, 147], 
[0, 193, 0, 0, 0], 
[0, 0, 73, 0, 0], 
[0, 91, 0, 0, 0], 
[0, 0, 0, 298, 0], 
[0, 0, 267, 0, 0], 
[0, 109, 0, 0, 0], 
[0, 0, 0, 0, 238], 
[0, 0, 0, 128, 0], 
[0, 0, 0, 231, 0], 
[0, 0, 105, 0, 0], 
[0, 0, 265, 0, 0], 
[0, 0, 91, 0, 0], 
[0, 0, 0, 0, 215], 
[0, 0, 0, 211, 0], 
[0, 0, 0, 0, 142], 
[0, 0, 0, 187, 0], 
[0, 0, 238, 0, 0], 
[0, 0, 138, 0, 0], 
[0, 0, 0, 209, 0], 
[0, 0, 110, 0, 0], 
[0, 0, 0, 0, 290], 
[0, 143, 0, 0, 0], 
[0, 254, 0, 0, 0], 
[0, 0, 0, 95, 0], 
[0, 0, 0, 0, 86], 
[0, 136, 0, 0, 0], 
[0, 0, 0, 0, 15], 
[0, 110, 0, 0, 0], 
[0, 0, 0, 0, 187], 
[0, 0, 0, 0, 286], 
[0, 0, 0, 0, 299], 
[0, 0, 0, 269, 0], 
[0, 0, 0, 0, 249], 
[0, 58, 0, 0, 0], 
[0, 0, 0, 251, 0], 
[0, 0, 42, 0, 0], 
[0, 0, 0, 291, 0], 
[0, 0, 0, 0, 243], 
[0, 114, 0, 0, 0], 
[0, 0, 276, 0, 0], 
[0, 123, 0, 0, 0], 
[0, 0, 0, 0, 31], 
[0, 44, 0, 0, 0], 
[0, 0, 0, 54, 0], 
[0, 0, 0, 0, 281], 
[0, 0, 0, 0, 72], 
[0, 0, 0, 278, 0]];
